3,1,264.77,447.04,102.38,263.84,0.8405,-1,-1,-1
3,2,1683.84,385.93,168.58,347.56,0.5978,-1,-1,-1
3,3,1258.97,535.37,62.30,125.62,0.8988,-1,-1,-1
3,4,1294.11,455.80,72.14,205.37,0.9061,-1,-1,-1
4,1,265.50,446.98,103.23,262.76,0.8738,-1,-1,-1
4,2,1682.50,386.56,166.88,345.93,0.5966,-1,-1,-1
4,3,1262.44,536.69,61.44,123.74,0.9074,-1,-1,-1
4,4,1298.01,455.69,72.14,205.48,0.9169,-1,-1,-1
5,1,266.77,446.56,105.45,264.66,0.8691,-1,-1,-1
5,2,1682.30,385.17,167.09,350.16,0.6024,-1,-1,-1
5,3,1265.33,536.97,60.02,122.58,0.8668,-1,-1,-1
5,4,1299.30,454.39,74.31,205.35,0.9703,-1,-1,-1
6,1,267.85,446.65,107.60,265.36,0.8204,-1,-1,-1
6,2,1681.31,384.97,168.89,354.96,0.5825,-1,-1,-1
6,3,1267.40,536.80,57.63,122.97,0.8663,-1,-1,-1
6,4,1300.05,453.17,74.88,205.14,0.9624,-1,-1,-1
7,1,271.13,448.06,106.78,264.45,0.8370,-1,-1,-1
7,2,1680.87,383.20,167.25,356.14,0.5968,-1,-1,-1
7,3,1270.19,537.86,55.82,122.19,0.8975,-1,-1,-1
7,4,1302.09,453.36,76.45,205.91,0.9281,-1,-1,-1
8,1,273.00,448.05,105.73,264.23,0.8202,-1,-1,-1
8,2,1681.05,380.19,166.03,360.39,0.5943,-1,-1,-1
8,3,1272.30,538.88,54.77,121.51,0.8976,-1,-1,-1
8,4,1303.52,453.44,77.75,207.10,0.9313,-1,-1,-1
9,1,275.34,447.66,104.60,264.14,0.8366,-1,-1,-1
9,2,1679.64,380.26,165.79,362.82,0.6033,-1,-1,-1
9,3,1274.07,538.37,53.92,123.13,0.9245,-1,-1,-1
9,4,1304.80,452.19,80.27,208.91,0.9179,-1,-1,-1
10,1,277.55,446.42,104.53,265.48,0.8160,-1,-1,-1
10,2,1678.96,381.23,163.32,363.70,0.6042,-1,-1,-1
10,3,1274.64,539.32,53.76,123.77,0.9236,-1,-1,-1
10,4,1306.47,451.77,81.97,208.80,0.9524,-1,-1,-1
11,1,279.36,447.23,104.60,264.97,0.8346,-1,-1,-1
11,2,1676.84,379.19,164.35,367.52,0.5889,-1,-1,-1
11,3,1276.27,539.00,53.03,124.86,0.9423,-1,-1,-1
11,4,1308.16,449.80,83.42,210.05,0.9607,-1,-1,-1
12,1,280.77,448.37,103.11,263.11,0.8158,-1,-1,-1
12,2,1674.85,377.26,165.60,370.40,0.5949,-1,-1,-1
12,3,1278.15,537.88,52.51,126.31,0.9479,-1,-1,-1
12,4,1309.96,450.93,83.02,207.69,0.9590,-1,-1,-1
12,5,1784.34,439.11,79.89,185.62,0.7357,-1,-1,-1
13,1,283.22,447.55,104.51,263.08,0.8570,-1,-1,-1
13,2,1673.73,378.45,165.86,370.73,0.5851,-1,-1,-1
13,3,1280.78,538.05,52.03,126.51,0.8846,-1,-1,-1
13,4,1311.31,451.29,83.87,207.99,0.9438,-1,-1,-1
13,5,1790.05,439.34,76.51,185.54,0.6646,-1,-1,-1
14,1,287.16,446.90,105.45,263.58,0.8673,-1,-1,-1
14,2,1672.25,379.23,166.42,370.78,0.5868,-1,-1,-1
14,3,1283.40,538.22,52.42,126.39,0.8202,-1,-1,-1
14,4,1312.87,451.97,83.87,208.50,0.9517,-1,-1,-1
14,5,1793.98,440.73,75.91,180.62,0.7209,-1,-1,-1
15,1,289.30,447.12,106.98,263.79,0.8705,-1,-1,-1
15,2,1668.91,379.13,167.64,371.85,0.5894,-1,-1,-1
15,3,1286.44,537.36,52.05,126.87,0.8527,-1,-1,-1
15,4,1314.46,452.41,83.09,207.05,0.9567,-1,-1,-1
15,5,1798.29,441.57,73.75,180.04,0.7224,-1,-1,-1
16,1,290.68,446.84,107.84,264.07,0.8709,-1,-1,-1
16,2,1666.82,378.96,168.87,375.73,0.5935,-1,-1,-1
16,3,1288.95,536.22,52.12,128.15,0.8347,-1,-1,-1
16,4,1315.86,452.45,82.74,206.68,0.9670,-1,-1,-1
16,5,1801.92,440.92,72.33,182.26,0.6862,-1,-1,-1
17,1,292.85,446.47,107.76,264.13,0.8783,-1,-1,-1
17,2,1664.50,379.13,169.37,376.93,0.6016,-1,-1,-1
17,3,1291.24,536.19,51.18,127.75,0.8533,-1,-1,-1
17,4,1317.37,453.04,81.57,205.72,0.9743,-1,-1,-1
17,5,1803.89,440.76,72.20,183.66,0.6725,-1,-1,-1
18,1,298.09,446.83,106.74,263.87,0.8847,-1,-1,-1
18,2,1660.44,378.44,170.80,380.55,0.6016,-1,-1,-1
18,3,1293.81,535.35,50.91,128.25,0.9191,-1,-1,-1
18,4,1320.21,454.02,80.58,205.73,0.9577,-1,-1,-1
18,5,1805.21,439.91,71.31,184.87,0.7017,-1,-1,-1
19,1,302.09,448.07,104.87,261.28,0.8719,-1,-1,-1
19,2,1656.45,377.71,173.16,384.49,0.5886,-1,-1,-1
19,3,1295.04,535.25,50.98,128.80,0.9092,-1,-1,-1
19,4,1321.89,454.42,79.81,205.79,0.9432,-1,-1,-1
19,5,1805.98,439.45,70.68,185.61,0.7115,-1,-1,-1
20,1,307.08,449.63,102.83,257.70,0.8694,-1,-1,-1
20,2,1652.23,378.16,174.69,385.15,0.5898,-1,-1,-1
20,3,1296.47,535.55,50.65,128.48,0.8982,-1,-1,-1
20,4,1324.31,455.37,78.48,204.26,0.9329,-1,-1,-1
20,5,1807.97,439.70,70.06,184.40,0.6874,-1,-1,-1
21,1,310.57,450.19,101.63,256.69,0.8631,-1,-1,-1
21,2,1647.47,378.12,176.17,385.30,0.5840,-1,-1,-1
21,3,1297.45,535.40,50.48,128.87,0.8936,-1,-1,-1
21,4,1325.54,455.94,77.68,203.96,0.9434,-1,-1,-1
21,5,1809.70,440.00,69.89,183.20,0.6838,-1,-1,-1
22,1,312.25,450.10,100.59,256.10,0.8514,-1,-1,-1
22,2,1643.91,377.94,178.34,387.26,0.5868,-1,-1,-1
22,3,1298.24,535.76,50.46,128.85,0.9118,-1,-1,-1
22,4,1326.29,456.64,76.80,203.04,0.9330,-1,-1,-1
22,5,1810.76,439.09,70.11,184.10,0.7005,-1,-1,-1
23,1,313.48,450.95,99.91,253.77,0.8568,-1,-1,-1
23,2,1641.87,377.31,178.91,387.75,0.5955,-1,-1,-1
23,3,1299.91,535.62,50.40,129.08,0.9139,-1,-1,-1
23,4,1327.43,456.61,76.46,204.25,0.9407,-1,-1,-1
23,5,1812.28,438.57,69.73,185.04,0.6800,-1,-1,-1
24,1,314.04,451.78,99.68,253.53,0.8681,-1,-1,-1
24,2,1640.49,376.42,179.31,389.03,0.6007,-1,-1,-1
24,3,1300.66,535.42,50.40,129.08,0.9165,-1,-1,-1
24,4,1327.95,457.72,75.87,204.05,0.9407,-1,-1,-1
24,5,1813.88,437.81,69.09,184.90,0.7036,-1,-1,-1
25,1,313.35,450.41,100.14,253.21,0.8734,-1,-1,-1
25,2,1637.18,376.01,179.89,389.92,0.5970,-1,-1,-1
25,3,1301.78,534.69,50.75,129.87,0.9341,-1,-1,-1
25,4,1328.86,457.90,75.46,204.42,0.9468,-1,-1,-1
25,5,1815.77,436.95,68.80,185.58,0.6519,-1,-1,-1
26,1,313.55,448.67,100.68,253.64,0.9078,-1,-1,-1
26,2,1633.76,375.12,180.58,391.10,0.5992,-1,-1,-1
26,3,1303.26,535.34,50.42,129.14,0.9153,-1,-1,-1
26,4,1329.32,457.82,75.26,205.32,0.9478,-1,-1,-1
26,5,1816.52,436.79,68.03,186.46,0.6433,-1,-1,-1
27,1,313.75,448.38,101.64,253.55,0.8623,-1,-1,-1
27,2,1630.54,374.10,182.01,394.52,0.6050,-1,-1,-1
27,3,1304.02,534.82,50.28,129.07,0.8768,-1,-1,-1
27,4,1329.70,458.22,74.54,204.67,0.9434,-1,-1,-1
28,1,315.09,446.35,103.02,255.19,0.8911,-1,-1,-1
28,2,1627.65,372.69,183.05,398.31,0.6042,-1,-1,-1
28,3,1305.61,534.69,50.52,130.23,0.9092,-1,-1,-1
28,4,1330.40,459.33,74.18,203.72,0.9515,-1,-1,-1
29,1,316.76,445.36,103.37,255.17,0.9119,-1,-1,-1
29,2,1626.31,372.07,182.77,398.80,0.5972,-1,-1,-1
29,3,1306.91,534.47,50.40,130.39,0.8958,-1,-1,-1
29,4,1330.78,458.70,74.28,203.54,0.9300,-1,-1,-1
30,1,319.86,443.66,104.38,256.39,0.8577,-1,-1,-1
30,2,1624.32,371.46,182.19,400.21,0.6190,-1,-1,-1
30,3,1308.35,534.69,50.38,130.33,0.9069,-1,-1,-1
30,4,1331.32,457.17,74.29,205.40,0.9178,-1,-1,-1
31,1,321.12,443.31,104.55,257.47,0.8493,-1,-1,-1
31,2,1623.24,371.29,181.20,400.79,0.6193,-1,-1,-1
31,3,1309.29,534.55,50.14,130.15,0.8989,-1,-1,-1
31,4,1331.77,456.61,74.47,206.69,0.9191,-1,-1,-1
32,1,322.38,442.95,104.71,258.54,0.8409,-1,-1,-1
32,2,1621.87,369.95,180.55,402.47,0.6235,-1,-1,-1
32,3,1310.55,534.10,49.88,130.11,0.8866,-1,-1,-1
32,4,1332.18,456.12,74.67,207.72,0.9264,-1,-1,-1
33,1,323.64,442.60,104.88,259.62,0.8326,-1,-1,-1
33,2,1619.96,367.92,181.13,407.33,0.6312,-1,-1,-1
33,3,1311.44,534.04,49.90,129.89,0.8807,-1,-1,-1
33,4,1333.38,456.46,74.61,207.09,0.9376,-1,-1,-1
34,1,324.89,442.24,105.04,260.70,0.8242,-1,-1,-1
34,2,1617.70,367.13,181.08,411.29,0.6389,-1,-1,-1
34,3,1312.53,534.15,49.97,129.73,0.8787,-1,-1,-1
34,4,1334.22,457.51,74.25,205.30,0.9377,-1,-1,-1
35,1,326.15,441.89,105.21,261.78,0.8158,-1,-1,-1
35,2,1616.05,365.12,180.90,414.30,0.6360,-1,-1,-1
35,3,1313.31,533.80,50.17,130.23,0.8910,-1,-1,-1
35,4,1335.09,457.70,74.28,205.23,0.9074,-1,-1,-1
36,1,327.41,441.53,105.38,262.86,0.8075,-1,-1,-1
36,2,1615.16,363.72,180.43,415.75,0.6337,-1,-1,-1
36,3,1313.82,533.78,50.21,130.38,0.8899,-1,-1,-1
36,4,1335.87,457.65,74.66,205.77,0.9198,-1,-1,-1
37,1,328.67,441.18,105.54,263.93,0.7991,-1,-1,-1
37,2,1613.81,362.39,179.33,417.91,0.6293,-1,-1,-1
37,3,1314.02,534.01,50.09,130.07,0.8936,-1,-1,-1
37,4,1336.47,457.69,74.79,205.85,0.9243,-1,-1,-1
38,1,329.93,440.82,105.71,265.01,0.7907,-1,-1,-1
38,2,1611.70,360.86,178.44,417.32,0.6259,-1,-1,-1
38,3,1314.48,534.14,50.17,129.81,0.9030,-1,-1,-1
38,4,1336.39,457.85,75.12,206.53,0.9419,-1,-1,-1
39,1,331.19,440.47,105.87,266.09,0.7823,-1,-1,-1
39,2,1609.64,361.50,177.61,418.99,0.6374,-1,-1,-1
39,3,1314.78,534.20,49.96,129.49,0.8999,-1,-1,-1
39,4,1336.43,457.83,75.12,206.47,0.9327,-1,-1,-1
40,1,332.44,440.12,106.04,267.16,0.7740,-1,-1,-1
40,2,1607.56,362.88,176.78,417.73,0.6310,-1,-1,-1
40,3,1314.85,534.37,49.71,129.21,0.8964,-1,-1,-1
40,4,1337.27,457.82,75.33,206.59,0.9520,-1,-1,-1
41,1,333.70,439.76,106.21,268.24,0.7656,-1,-1,-1
41,2,1605.29,363.39,176.99,419.62,0.6269,-1,-1,-1
41,3,1314.89,534.50,49.59,129.01,0.9000,-1,-1,-1
41,4,1337.88,457.63,75.43,206.83,0.9252,-1,-1,-1
42,1,334.96,439.41,106.37,269.32,0.7572,-1,-1,-1
42,2,1603.62,364.68,177.01,419.40,0.6313,-1,-1,-1
42,3,1314.70,534.30,49.55,129.36,0.9026,-1,-1,-1
42,4,1338.45,458.04,75.84,207.72,0.9327,-1,-1,-1
43,1,336.22,439.05,106.54,270.40,0.7488,-1,-1,-1
43,2,1601.07,364.55,176.94,418.68,0.6314,-1,-1,-1
43,3,1314.47,533.76,49.59,129.54,0.8991,-1,-1,-1
43,4,1338.81,458.18,75.71,207.45,0.9474,-1,-1,-1
44,1,337.48,438.70,106.70,271.47,0.7405,-1,-1,-1
44,2,1599.39,363.25,177.29,420.03,0.6367,-1,-1,-1
44,3,1314.50,533.68,49.55,129.45,0.8975,-1,-1,-1
44,4,1339.53,458.45,75.72,207.74,0.9668,-1,-1,-1
45,1,338.74,438.34,106.87,272.55,0.7321,-1,-1,-1
45,2,1598.27,361.37,178.69,424.49,0.6153,-1,-1,-1
45,3,1314.38,533.56,49.55,129.54,0.8972,-1,-1,-1
45,4,1339.89,458.53,75.65,207.93,0.9499,-1,-1,-1
46,1,340.00,437.99,107.04,273.63,0.7237,-1,-1,-1
46,2,1595.36,359.22,180.38,428.39,0.6276,-1,-1,-1
46,3,1314.21,534.01,49.42,129.42,0.9040,-1,-1,-1
46,4,1340.39,458.27,75.68,208.13,0.9332,-1,-1,-1
47,1,341.25,437.63,107.20,274.71,0.7153,-1,-1,-1
47,2,1593.07,358.93,181.41,430.63,0.6038,-1,-1,-1
47,3,1314.22,534.08,49.36,129.63,0.9212,-1,-1,-1
47,4,1340.99,457.98,75.67,208.13,0.9344,-1,-1,-1
47,6,212.10,453.25,91.92,245.09,0.8480,-1,-1,-1
48,1,342.51,437.28,107.37,275.78,0.7069,-1,-1,-1
48,2,1590.29,356.94,182.93,434.33,0.6156,-1,-1,-1
48,3,1314.10,533.82,49.39,129.86,0.9143,-1,-1,-1
48,4,1341.39,456.94,76.21,209.64,0.9648,-1,-1,-1
48,6,212.07,452.98,94.20,248.38,0.8507,-1,-1,-1
49,1,343.77,436.92,107.53,276.86,0.6986,-1,-1,-1
49,2,1588.23,355.51,184.41,438.26,0.6139,-1,-1,-1
49,3,1314.09,533.63,49.51,130.33,0.9242,-1,-1,-1
49,4,1341.40,456.84,76.42,209.98,0.9743,-1,-1,-1
49,6,211.88,453.46,93.68,248.47,0.8139,-1,-1,-1
50,1,345.03,436.57,107.70,277.94,0.6902,-1,-1,-1
50,2,1585.42,355.09,185.38,439.89,0.6079,-1,-1,-1
50,3,1314.43,533.96,49.16,129.52,0.9303,-1,-1,-1
50,4,1341.36,457.03,76.63,210.44,0.9834,-1,-1,-1
50,6,212.99,454.46,93.79,247.35,0.8528,-1,-1,-1
51,1,352.18,436.33,107.92,278.25,0.9057,-1,-1,-1
51,2,1582.09,354.23,186.57,441.95,0.6114,-1,-1,-1
51,3,1314.45,533.80,49.19,129.78,0.9158,-1,-1,-1
51,4,1341.54,457.23,76.74,210.37,0.9516,-1,-1,-1
51,6,214.20,456.05,91.85,243.87,0.8223,-1,-1,-1
52,1,358.23,432.20,108.64,281.64,0.2555,-1,-1,-1
52,2,1578.47,352.75,188.21,443.99,0.5996,-1,-1,-1
52,3,1314.47,534.05,49.04,129.22,0.9071,-1,-1,-1
52,4,1341.64,458.06,76.64,209.83,0.9813,-1,-1,-1
52,6,214.93,455.73,92.14,244.85,0.8162,-1,-1,-1
53,1,358.78,433.99,105.62,277.07,0.0965,-1,-1,-1
